Number,Translator,Chinese Sentences,Gloss,Note
train-04182,K,倒入停车位。,停车位/这里/空/倒车/好/。,停车位
train-04183,K,倒车50英尺。,倒车/50/英尺/。,英尺
train-04184,K,倒进停车道。,停车道/这里/空/倒车/好/。,停车道
train-04185,K,先给我来一份例汤。,首先/汤/给(我）/一/。,
train-04186,K,再给我盛一碗汤。,再/增加/汤/给(我）/一/。,
train-04187,K,出示护照输入密码就可以给你解开。,护照/给（我）/看1/密码/输入/完了/给（你）/打开/可以/。,输入、打开
train-04188,K,到大厅开放式柜台办理。,大厅/开放/柜台/去/这/办理/。,大厅、办理
train-04189,K,前门上车。,前2/门/上车/。,
train-04190,K,办理挂失手续费。,挂失/手续/钱/办理/。,办理
train-04191,K,请勿靠近车门。,汽车1/门/依靠/近/禁止1/。,
train-04192,K,去中国大酒店。,中国/大/酒店/去/。,
train-04193,K,各位举杯并同我一起为所有在座的朋友们的健康干杯。,为/在/这里/所有/朋友/健康/我们/一起/干杯/。,干杯
train-04194,K,向所有的朋友问好。,给/所有/朋友/问/好/。,
train-04195,K,告诉我你看中了什么商品？,你/喜欢/商品/哪些1/告诉（我）/？,
train-04196,K,告诉我冷冻食品区在哪里？,冷冻/食品/区/在/哪里/告诉（我）/？,冷冻
train-04197,K,在下一站放我下车。,下/一/站/我/下车/。,下车
train-04198,K,在地图上帮我指出我现在的地点。,我/现在/地方/在/哪/地图2/找/到/帮助（我）/。,
train-04199,K,在站台较前位置候车。,站台/前2/站/等/汽车1/。,
train-04200,K,在这儿签名好吗？,这里/签字/可以/？,
train-04201,K,在这里签名并在下面写上证件号码。,这里/签字/下面/身份证/号码/写字/。,
train-04202,K,躺下，稍等我去做准备。,这/躺/等/我/去/准备/。,
train-04203,K,在重要事项的下面划线。,事项/哪/重要/下面/划线/需要1/。,事项、划线
train-04204,K,坐好扶稳。,坐/好/抓/稳定/。,
train-04205,K,填写详情单，并将内件放入这只封套内。,细/情况/单据/写/文件夹1/文件1/夹/。,
train-04206,K,填张存款单写明数额，姓名地址和工作单位。,存款/单据/写/数额/姓名/地址/工作2/单位/。,
train-04207,K,大家注意一下。,大家/注意2/。,
train-04208,K,将信投到信箱里。,信箱/信/投放/。,信箱、投放
train-04209,K,带好你的随身物品。,你/东西/拿/好/。,
train-04210,K,带齐你的行李准备下车。,你/行李/全部/拿/好/准备/下车/。,下车
train-04211,K,帮我刮掉这条鱼的鳞片。,帮助（我）/这里/鱼/刮/干净/。,
train-04212,K,帮我把账户里的美元兑换一些人民币。,帮助（我）/账户/里面/美元/部分/换/人民币/。,
train-04213,K,帮我把这个包起来。,帮助（我）/这里/包1/好/。,
train-04214,K,帮我指路进展厅。,帮助（我）/展厅/去/走/哪/。,展厅
train-04215,K,帮我查询一下账户余额。,帮助（我）/账户/余/钱/查询/。,
train-04216,K,帮我称一下水果吧。,帮助（我）/水果/秤/。,
train-04217,K,帮我重新绑。,帮助（我）/再/新/绑/。,
train-04218,K,你再说一遍。,你/再/说/一/次/。,
train-04219,K,你原谅我的失礼。,我/礼貌/没有2/你/多/包涵2/。,
train-04220,K,你填上你的姓名，地址和电话。,写字/你/姓名/地址/电话/号码/。,
train-04221,K,你把内装物品给我看一下好吗？,你/里面/东西/拿/给（我）/看1/可以/？,
train-04222,K,你把糖拿过来行吗？,你/帮助/糖/拿/可以/？,
train-04223,K,你把车窗摇上来好吗？,汽车1/窗/关/可以/？,
train-04224,K,注意你的言行。,你/讲话/行为/注意2/。,
train-04225,K,你试穿一下好不好吗？,你/穿/看1/好不好/？,
train-04226,K,想点儿办法吧。,你/想/办法/。,
train-04227,K,把你刚才说的总结一下。,刚才/你/说/所有/再/总结/说/一/次/。,
train-04228,K,把你的行李放在秤上。,你/行李/秤/放/。,
train-04229,K,把你的车移到路边。,道路/边/你/汽车1/行驶/。,
train-04230,K,把梳子拿给我。,梳头/那里/拿/给（我）/。,
train-04231,K,把这个订在一起。,这/一起/装订/。,
train-04232,K,把这些表填了。,这/这/这/表格/全部/写字/。,
train-04233,K,把音乐的音量调低一些好吗？,音乐/声音/降/小/可以/？,音乐
train-04234,K,拿你的碗。,你/自己/碗/拿/。,
train-04235,K,挂电话吧。,电话/挂断/。,挂断
train-04236,K,排队候车先下后上。,排队/等/公交车/第一/下车/完了/第二/上车/。,下车
train-04237,K,你接受一点小纪念品。,纪念品/小/你/接受/。,纪念品
train-04238,K,描述一下你的行李好吗？,你/行李/样子/什么/说/可以/？,
train-04239,K,收好单据。,单据/装/好/。,
train-04240,K,毫不犹豫地扔掉它。,它/扔/犹豫/没用2/。,
train-04241,K,注意不要去错教室了。,注意2/教室/进/错误/不/。,
train-04242,K,注意我的口型。,我/口语/注意2/看1/。,
train-04243,K,清点一下现金。,钱/数数/计算/。,
train-04244,K,用英语讲。,用/英国/语言/。,
train-04245,K,看黑板。,黑板/看1/。,
train-04246,K,稍等一会。,等/一会儿/。,
train-04247,K,稍等，我去换下钱。,等/我/去/钱/换/。,
train-04248,K,穿上你的外衣。,你/外/衣服/穿/好/。,
train-04249,K,我给大家代个好。,代替/我/给/大家/问/好/。,
train-04250,K,给我一个塑料袋好吗？,塑料袋/给（我）/一/可以/？,
train-04251,K,给我一些晕机药好吗？,晕/飞机/药/给（我）/一些1/可以/？,
train-04252,K,给我一份海关申报表好吗？,海关/申请/报告/表格/给（我）/一/好不好/？,
train-04253,K,给我一份牛排。,牛/排/给（我）/一/。,
train-04254,K,给我一张去北京的单程票。,去/北京/票/给（我）/一/。,
train-04255,K,给我一张缴费收据。,消费1/收据/给（我）/一/。,
train-04256,K,给我2张票。,票/给（我）/2/。,
train-04257,K,给我们安排一张大桌子。,给（我）/我们/大/桌子/安排/一/。,
train-04258,K,给我拿些黄瓜。,黄瓜/给（我）/拿/一些1/。,
train-04259,K,给我看看你的ID卡。,你/ID卡/给（我）/看1/。,ID卡
train-04260,K,给我预定一本，书来时打电话通知我。,书/我/预约/一/书/有/电话/告诉（我）/。,
train-04261,K,脱下你的毛衣。,你/毛衣/脱/。,
train-04262,K,自觉投币。,钱/箱子/投入2/自己/主动/。,钱箱
train-04263,K,让我核对一下帐。,账/我/核对/核对/。,账单
train-04264,K,讲得慢一点。,说/慢2/。,
train-04265,K,详细填写内装物品的名称。,里面/东西/姓名/写字/细/。,
train-04266,K,赶紧放下你的手机睡觉吧。,旁边/手机/放/快/睡觉/。,
train-04267,K,载我到红星酒店。,红/星/酒店/去/。,
train-04268,K,输入密码。,密码/输入/。,输入
train-04269,K,进屋坐一会儿吧。,房/进/坐/一会儿/。,
train-04270,K,重新打过来好吗？,再/电话/一/次/好不好/？,
train-04271,K,你们有MD播放机吗？,M/D/机器/这/有/？,
train-04272,K,你们这里卖蔬菜吗？,这里/蔬菜/卖/有/？,
train-04273,K,你们这里有这本书蓝海战略吗？,这里/书/姓名/书名号/蓝2/海/战略/有/？,
train-04274,K,内科在哪儿？,内科/在/哪/？,
train-04275,K,列车在西藏南路站停吗？,这里/火车/西藏/南1/道路/站/停/是不是/？,
train-04276,K,到北京有特快火车吗？,去/这里/北京/特别/快/火车/有/？,
train-04277,K,去博物馆怎么走？,博物馆/去/走/哪/？,
train-04278,K,在哪一层可以买到口红？,口红2/买/在/楼层/多少/？,
train-04279,K,在哪儿挂号？,挂号/在/哪/？,
train-04280,K,寄到法国大约得多长时间？,这里/邮寄/这里/法国/时间/长/多少/？,邮寄
train-04281,K,怎么让香味留久一点？,香/保留/时间/长/怎么/做/？,
train-04282,K,你在哪里？,你/在/哪/？,
train-04283,K,你有会员卡吗？,会员/卡1/你/有/？,
train-04284,K,你有几件行李要托运？,你/行李/托运/多少/？,
train-04285,K,我在哪儿换乘地铁二号线？,换/地铁/二号/线/在/哪/？,二号
train-04286,K,房价是多少？,房/钱/多少/？,
train-04287,K,你是哪位？,你/谁/？,
train-04288,K,有什么事情吗？,事情2/有/？,
train-04289,K,洗手间在哪？,卫生间/在/哪/？,
train-04290,K,玩具在哪里？,玩具/在/哪/？,
train-04291,K,这个产品有什么特殊功效吗？,这里/产品/特殊/功能/有/什么/？,
train-04292,K,这列车上有餐厅吗？,这里/火车/里面/餐厅/有/？,
train-04293,K,门票多少钱？,门/票/钱/多少/？,
train-04294,K,馆长办公室在哪里？,馆长/办公室/在/哪/？,馆长
train-04295,K,人事部在哪儿？,人事部/在/哪/？,人事部
train-04296,K,从这儿到火车站有多远？,这里/那里/火车/站/距离1/多少/？,
train-04297,K,有空房间吗？,房/空/有/？,
train-04298,K,牛奶在哪里能找到？,牛奶/在/哪/？,
train-04299,K,请随便看看，看中什么，告诉我。,随便1/看1/喜欢/哪些1/告诉（我）/。,
train-04300,K,随时和我们联系。,我们/联系/时间/随便1/。,
train-04301,K,随时来电话。,电话/时间/随便1/。,
train-04302,K,谁也无法阻止历史前进的车轮。,不管/障碍/什么/历史/演变/继续/。,
train-04303,K,谁告诉你的？,谁/告诉（你）/？,
train-04304,K,谁整理草坪呢？,草坪/清理/谁/？,清理
train-04305,K,谁是你最喜爱的球员？,你/最2/喜欢/运动员/谁/？,
train-04306,K,谁是你最钦佩的偶像？,你/最2/钦佩/偶像/谁/？,
train-04307,K,谁来帮帮我？,谁/帮助（我）/可以/？,
train-04308,K,谁知道呢？,不知道2/？,
train-04309,K,谁给你的胆子？,你/胆量/大/是不是/？,
train-04310,K,谁能告诉我答案？,答案/谁/告诉（我）/？,
train-04311,K,谁能想出这个问题的答案？,这里/问题/答案/谁/知道/？,
train-04312,K,谁让你烦躁了？,你/烦躁/为什么/？,烦躁
train-04313,K,谁让你躺下的？,你/躺下/为什么/？,
train-04314,K,调研成果转化为解决问题的实际行动。,调查/研究/成果/转化/这里/问题/解决/实际1/行动/。,
train-04315,K,谢谢。,谢谢/。,
train-04316,K,谢谢你不远万里专程跑一趟。,距离1/远/特意/来/谢谢（你）/。,
train-04317,K,谢谢你告诉我。,谢谢（你）/告诉（我）/。,
train-04318,K,谢谢你对我的忠告。,你/诚恳/劝告（我）/谢谢（你）/。,
train-04319,K,谢谢你带我去看电影。,带1（我）/电影/看1/谢谢（你）/。,
train-04320,K,谢谢你帮我取出鱼的内脏。,鱼/里面/心/肝/胃/省略号/取/帮助（我）/谢谢/。,
train-04321,K,谢谢你所做的一切。,你/做/所有/谢谢（你）/。,
train-04322,K,谢谢你支持我。,谢谢（你）/支持（我）/。,
train-04323,K,谢谢你的关怀。,谢谢（你）/关怀/。,
train-04324,K,谢谢你的支持。,谢谢（你）/支持/。,
train-04325,K,谢谢你的来信，你对我太好了。,寄信/给（我）/谢谢（你）/你/对待（我）/真2/好/。,
train-04326,K,谢谢你的邀请，可是我有别的安排。,谢谢（你）/邀请（我）/但是1/另外/安排/有/。,
train-04327,K,谢谢你看望我父母。,我/爸爸/妈妈/他们/你/看望/谢谢（你）/。,
train-04328,K,谢谢你送给我的礼物。,礼物（我）/谢谢（你）/。,
train-04329,K,谢谢你陪我来逛街。,陪（我）/逛街/谢谢（你）/。,
train-04330,K,谢谢你鼓励我。,谢谢（你）/鼓励/。,
train-04331,K,谢谢你一直鼓励我。,谢谢（你）/鼓励/一直/。,
train-04332,K,谢谢你打来电话。,谢谢（你）/电话（我）/。,
train-04333,K,谢谢你救了我一命。,谢谢（你）/救/我/。,
train-04334,K,谢谢你的好意。,谢谢（你）/好/心/。,
train-04335,K,谢谢你的邀请。,谢谢（你）/邀请（我）/。,
train-04336,K,贝加尔湖是世界淡水储量最大的湖泊。,贝加尔湖/淡/水2/数量/世界1/最2/大/是/。,贝加尔湖
train-04337,K,贵州等地近日较强降雨。,最近/贵州/一些1/地方/雨/比较/强/。,
train-04338,K,赚不到什么钱。,钱/赚/少/。,
train-04339,K,赢了那么多。,赢2/多/。,
train-04340,K,走五分钟就到。,走/五分钟/到/。,
train-04341,K,走路时，要注意看旁边。,走/时候/旁边/注意2/看1/。,
train-04342,K,赶紧坐下吧。,快/坐/。,
train-04343,K,起床吃早饭吧。,起床/早上1/饭/。,
train-04344,K,超级大国苏联解体了。,超级大国/苏联/瓦解/。,超级大国、苏联
train-04345,K,超重了，请把他们包装成2件。,重量/超/分开2/２/包装/包装/。,
train-04346,K,越快越好。,越来越2/快/好/。,
train-04347,K,越来越多的青少年在假期进行整容。,假期/青少年/多/越来越2/整容/。,青少年、整容
train-04348,K,跑一千米好累。,跑步/一千/米2/累/很1/。,
train-04349,K,跟你有关系吗？,这里/你/关系/有/？,
train-04350,K,跟你没有关系。,这里/你/没关系1/。,
train-04351,K,跟你说又有什么用。,告诉（你）/没用2/。,
train-04352,K,跟朋友约好去爬山，结果下雨了。,准备/登山/去/和/朋友/计划/好/但是1/雨/。,
train-04353,K,跟谁俩的呢。,你/骄傲2/什么/。,
train-04354,K,路上车辆很多。,道路/汽车1/多/。,
train-04355,K,踏上新的赶考之路。,考试1/新1/道路/开始/走/。,
train-04356,K,蹦极变成为了火热的项目。,蹦极/喜欢/玩2/人/多/很1/。,
train-04357,K,身体健康对你而言有多重要。,你/认为/健康/重要/为什么/。,
train-04358,K,现在是信息时代，每天都有铺天盖地的新信息向我们扑面而来。,现在/信息/时代/每天/我们/新1/信息/接收/多/。,
train-04359,K,身边的党员无处不在。,党2/成员国{成员词汇的第二个手势}/多/到处1/有/。,
train-04360,K,车上人多，注意保管好自己的物品。,汽车1/里面/人/多/自己/东西1/保管/好/。,
train-04361,K,车已经半个小时没动了。,半/小时/了/汽车1/行驶/动/没有2/。,
train-04362,K,车辆行驶慢得像蜗牛一样。,汽车1/行驶/慢2/像/蜗牛/一样/。,
train-04363,K,转身离开了。,转身/去/。,转身
train-04364,K,轮到我上了。,轮换/到/我/。,
train-04365,K,辞职后，你有什么打算？,辞职1/以后/你/计划/做/什么/？,
train-04366,K,辽宁号真的已经落伍了吗？,辽宁/航空母舰/时代/跟/不行2/真2/？,
train-04367,K,辽宁舰的诞生之路是非常坎坷的。,辽宁/航空母舰/制造/过程/艰难1/很1/。,
train-04368,K,过了桥，你就会找到国家公园。,你/桥/走/国家/公园/找/到/可以/。,
train-04369,K,过去的就过去了。,以前/事情2/结束/改变/过去/完了/。,
train-04370,K,过去的，就让它过去吧。,以前/事情2/它/结束/改变/过去/完了/。,
train-04371,K,过年的时候父母会给小孩买礼物吗？,拜年/时候/爸爸/妈妈/礼物/买/送（小孩儿）/小孩儿/大家/有/？,
train-04372,K,过来见见我的朋友们。,来/我/朋友/大家/认识/。,
train-04373,K,运动和节食相结合。,运动/少/吃饭/互相/搭配/。,
train-04374,K,运城千年盐湖在转型发展中迎来新的机遇。,运城/千/年/盐湖/转型/发展/过程/新1/机会/有/。,运城、盐湖、转型
train-04375,K,运城盐湖位于中条山北麓。,运城/盐湖/在/中条山/北麓/。,运城、盐湖、中条山、北麓
train-04376,K,运费要多少钱？,运输/钱/多少/？,
train-04377,K,近些年来，农村劳动力不断涌向城市。,最近/一些1/年农村/劳动/力量/去/城市/人/多/越来越2/。,
train-04378,K,近几个月来销售量逐渐下降了。,最近/一些1/月亮/卖/数量/降/逐渐1/。,
train-04379,K,不知道呢。,不知道1/。,
train-04380,K,不算太坏。,坏/不是/。,
train-04381,K,快给我看看。,快/给（我）/看1/。,
train-04382,K,再等一个月。,再/等/一个月/。,
train-04383,K,愣着干什么。,发呆/做/什么/。,
train-04384,K,别让她发现了。,她/发现1/不/。,
train-04385,K,我自己关吧。,自己/关/。,
train-04386,K,第一次见呢。,见面/第一次/。,
train-04387,K,老规矩吗？,以前/规则/一样/是不是/？,
train-04388,K,要一步一个脚印。,做/事情2/踏实/要/。,
train-04389,K,以前那个时间怎么样？,以前/时间/一样/可以/？,
train-04390,K,还有几站到达我们的目的地？,等/一些1/站/我们/目的/地/快/到/？,
train-04391,K,还有比这更糟的呢。,比较/这里/更2/坏/有/。,
train-04392,K,还有点见识。,知识/有/少/。,
train-04393,K,还没睡呢？,睡觉/没有/？,
train-04394,K,真是自己啊。,真2/是/自己/。,
train-04395,K,真的是你啊。,真2/是/你/。,
train-04396,K,能要点脸吗？,脸/需要1/？,
train-04397,K,要别的吗？,另外/需要1/？,
train-04398,K,还要我为你做些什么？,我/还/可以/帮助/做/什么/？,
train-04399,K,要知道怎么把理论应用于实践。,理论/落实/实践/怎么/做/要/知道/。,
train-04400,K,这一件件都是价值不菲的礼物。,这里/这里/这里/多/礼物/都/价值/昂贵/。,
train-04401,K,这一切都是你干的吗？,这里/都/你/做/是不是/？,
train-04402,K,这一带的房子很贵。,这里/附近/房/贵/很1/。,
train-04403,K,这下糟了。,现在/遗憾/。,
train-04404,K,这不太可能。,感觉/不是/。,
train-04405,K,这不是一个简单的数学问题。,这里/数学/问题/简单/不是/。,
train-04406,K,这不是我的。,这里/我/不是/。,
train-04407,K,这不是让他下不来台吗？,这里/让（他）/伤脑筋1/？,
train-04408,K,这东西真便宜。,这里/东西2/便宜/。,
train-04409,K,这2种车的型号有什么差别？,这里/这里/2/汽车1/型号/不一样/有/什么/？,型号
train-04410,K,这个不好使了。,这里/用/坏/。,
train-04411,K,这个世界上最幸福的事情。,这里/世界1/最2/幸福/事情2/。,
train-04412,K,这个东西值得一试吗？,这里/东西2/尝试/值/？,
train-04413,K,这个东西多少钱？,这里/东西2/钱/多少/？,
train-04414,K,这个东西好贵呀。,这里/东西2/贵/很1/。,
train-04415,K,这个东西好高级。,这里/东西2/高/级别/很1/。,
train-04416,K,这个东西总价值会过500万。,这里/东西2/总/价值/500/万/超/。,
train-04417,K,这个东西我也不会。,这里/东西2/我/不会/。,
train-04418,K,这个东西真奇特。,这里/东西2/奇怪2/特别/。,
train-04419,K,这个中文意思是什么？,这里/中文/意思/什么/？,中文
train-04420,K,这个主意不错。,这里/想/法1/好/。,
train-04421,K,这个主意真不错。,这里/想/法1/真2/好/。,
train-04422,K,这个习惯将很难改掉。,这里/习惯/改变/困难1/。,
train-04423,K,这个人很危险。,这里/人/危险2/。,
train-04424,K,这个人真奇怪。,这里/人/奇怪1/。,
train-04425,K,这个价格连本钱都不够。,这里/价格/成本/钱/比较/这里/高/。,
train-04426,K,这个农场不错。,这里/农场/好/。,
train-04427,K,这个单词是什么意思？,这里/单/词/意思/什么/？,
train-04428,K,这个味道怎么样？,这里/味道/好不好/？,味道
train-04429,K,这个商品现在价格下降10%。,现在/这里/商品/价格/降/10%/。,10%
train-04430,K,这个国家拥有一亿人口。,这里/国家/人/数量/一/亿/有/。,
train-04431,K,这个地方好凉快。,这里/地方/好/凉/。,
train-04432,K,这个城市中心真热闹。,这里/城市/中心/真2/热闹1/。,中心
train-04433,K,这个城市的人口超过一百万。,这里/城市/人/数量/一百/万/超/。,
train-04434,K,这个多少钱？,这里/钱/多少/？,
train-04435,K,这个客厅太大，感觉冷清。,这里/客厅/太2/大/感觉/凉/寂静/。,
train-04436,K,这个工作很简单。,这里/工作/简单/。,
train-04437,K,这个工作非常辛苦。,这里/工作/辛苦/很1/。,
train-04438,K,这个座位有人吗？,这里/椅子/人/有/？,
train-04439,K,这个建议怎么样？,这里/意见/怎么/？,
train-04440,K,这个很有趣。,这里/很2/幽默/。,
train-04441,K,这个怎么做？,这里/做/怎么/？,
train-04442,K,这个怎么样？,这里/好不好/？,
train-04443,K,这个战术我们需要改一下。,这里/战术/我们/改变/需要/。,
train-04444,K,这个房子有中央供暖。,这里/房/中央/提供/暖/有/。,
train-04445,K,这个房子看上去可以。,这里/房/看1/感觉/好/。,
train-04446,K,这个护垫可以起到缓冲作用。,这里/保护2/垫子/冲击/力量/减少/可以/。,
train-04447,K,这个月逮捕的人数减少了。,这里/一个月/逮捕/人/数量/减少/。,
train-04448,K,这个浴缸可以同时容纳2个人。,这里/浴缸/人/2/坐/可以/。,浴缸
train-04449,K,这个热水器坏了。,这里/热水/机器/坏/了/。,
train-04450,K,这个球拍手感相当不错。,乒乓球拍/这里/手感/好/。,手感
train-04451,K,这个用维吾尔语怎么说？,这里/用/维吾尔族/语言/是/什么/？,
train-04452,K,请问警察局在哪里？,警察/局/在/哪/？,
train-04453,K,谢谢你帮我系鞋带。,鞋/带子/系/好/帮助（我）/谢谢/。,系
train-04454,K,运动会消耗很多能量。,运动/能量2/消耗/多/。,
train-04455,K,这件事对我来说很平常。,这里/事情2/我/感觉/平常/。,
train-04456,K,这件黑色的西裤打九折。,这里/黑/裤子/打/9折/。,
train-04457,K,这卷胶卷你能帮我冲洗一下吗？,帮助（我）/这里/胶卷/这里/药/水1/放/可以/？,
train-04458,K,这场时尚秀是我期待已久的。,这里/时装/表演/期待/时间/长/。,
train-04459,K,这场车祸对我的影响很大。,这里/车祸/影响（我）/大/。,车祸
train-04460,K,这套公寓的房子家具齐全。,这里/楼房/里面/家具/完全2/。,
train-04461,K,这是一起很严重的车祸。,这里/车祸/很2/严重/。,车祸
train-04462,K,这次旅行让我很难忘。,这里/次/旅行/记忆/深刻/。,
train-04463,K,这次的运动会还能举行吗？,这里/次/运动/会议/举行/可以/？,
train-04464,K,这款书架的颜色我很不喜欢。,这里/书架/颜色/不喜欢/。,书架
train-04465,K,这款护肤品比较贵。,这里/护肤品/贵/。,护肤品
train-04466,K,这款播放机在商场卖完了。,商场/里面/这里/播放机/卖/完了/。,商场、播放机
train-04467,L,这个男孩没有工作。,这/男孩/工作/没有2/。,
train-04468,L,这个真恶心。,这/恶心/很/。,
train-04469,L,这个菜不是我要的。,这/菜/我/要/不是/。,
train-04470,L,这个菜看起来好丰盛。,这/菜/多/好/。,
train-04471,L,这个落地灯多少钱？,这/灯/钱/多少/？,
train-04472,L,这个蓝色裤子的好不好？,这/裤子/蓝色/好不好/？,
train-04473,L,这个蛋糕闻着真香。,这/蛋糕1/闻/香/。,
train-04474,L,这个行业确实是个不错的行业。,这/行业/真2/真2/好/。,
train-04475,L,这个西瓜像皮球。,这/西瓜1/像/皮肤/圆/。,
train-04476,L,这个西瓜多重？,这/西瓜1/重量/？,
train-04477,L,这个还能再用吗？,这/再/用/可以/？,
train-04478,L,这个重要吗？,这/重2/？,
train-04479,L,这个钻石好漂亮。,这/钻石/美/美/。,
train-04480,L,这个问题将在今晚解决。,这/问题/今天/晚上/解决/会/。,
train-04481,L,这个项目太难了。,这/项目/难1/很1/。,
train-04482,L,这个颜色很流行。,颜色/这/流行/。,
train-04483,L,这个风扇可以用吗？,这/电风扇/用/可以/？,
train-04484,L,这个黑色的衣服不要跟白色的混洗。,这/衣服/黑/白/混合/洗/不/。,
train-04485,L,这个龙虾真辣。,这/龙虾/辣/很1/。,
train-04486,L,这么做错了吗？,这/做/错误/是/？,
train-04487,L,这么多动物。,这/动物/多/多/。,
train-04488,L,这么多年干家务，她已经厌倦了。,工作/家/服务/多年/她/累了/。,
train-04489,L,这么好的天气去野餐是很开心的。,天气/好/田/外/吃/开心/。,
train-04490,L,这么宽广壮阔的一条大河。,这/河/宽/辽阔/好/。,
train-04491,L,这么点儿薪水我怎么够活呀。,工钱/少/我/日子/不行2/。,
train-04492,L,这么说就跑题了。,说/跑题/。,
train-04493,L,这也太巧了吧。,这/碰巧2/。,
train-04494,L,这也是我想做的。,这/我/也/想/做/。,
train-04495,L,这事不值得大惊小怪。,这/事2/大惊小怪/不值/。,
train-04496,L,这事干起来比较困难。,这/事1/干/困难1/少/少/。,
train-04497,L,这事能有什么考虑的。,这/事2/考虑/没用1/。,
train-04498,L,这事闹得到最后也没下文。,这/事1/闹事/最后/怎么/没有1/。,
train-04499,L,这些东西做什么用的？,到处1/东西2/做/什么/？,
train-04500,L,这些人是专家。,到处1/人/专家/。,
train-04501,L,这些商富批发零售。,他们/富/贸易/人/批发/零售/。,
train-04502,L,这些富商爱批发零售。,他们/富/贸易/人/喜欢/批发/零售/。,
train-04503,L,这些就够了。,这/够/够/。,
train-04504,L,这些年中国的航空技术开始增进。,这/数/年/中国/航空/技术/开始/增加/强/。,
train-04505,L,这些总共多少钱？,这/总/多少钱/？,
train-04506,L,这些指控你有什么证据吗？,这/告状/证据1/你/有/？,
train-04507,L,这些是小羊。,他们/小/羊/。,
train-04508,L,这些是陈设品，供欣赏用。,这/东西2/摆设/欣赏/可以/。,
train-04509,L,这些湿衣服晒在太阳下很快就会干的。,这/衣服/湿/太阳/晒/干/快/。,
train-04510,L,这些瓷器是在哪里烧制的？,这/瓷器/烧/做/在/哪里/？,
train-04511,L,这些画可免费拥有。,这/画/拿/免费/。,
train-04512,L,这些花真漂亮。,辽阔/花/漂亮/。,
train-04513,L,这些苹果看起来很新鲜。,这/苹果/好像/新鲜/。,
train-04514,L,这些领带要多少钱？,这/领带/多少钱/？,
train-04515,L,这些饼干闻起来真不错。,这/饼干/闻/好/。,
train-04516,L,这交流的一种手段罢了。,这/交流/方法/一/。,
train-04517,L,这件事可不是儿戏啊。,这/事1/玩笑/不行2/。,
train-04518,L,这件事太震撼了。,这/事2/惊动/。,
train-04519,L,这件事很严重。,这/事1/严重/。,
train-04520,L,这件事我们不能这样干。,这/事2/我们/样子/干/不行2/。,
train-04521,L,这件事算了。,这/事2/算了/。,
train-04522,L,这件事还没有确定。,这/事情2/决定/没有2/为什么/。,
train-04523,L,这件怎么样？,这/怎么/？,
train-04524,L,这件物品你必须交纳关税。,这/东西2/关/口/钱/你/必须/支付/。,支付
train-04525,L,这件短裙和我的新T恤搭吗？,我/新1/T恤/短裙/咱俩/合适1/？,短裙
train-04526,L,这件衣服很可爱但是对我来说太小了。,这/衣服/可爱/但是/我/穿/小/。,穿
train-04527,L,这件衬衫既时尚又便宜。,这/衬衣/时尚/便宜/。,
train-04528,L,这份合同千真万确。,这/合同/真1/真1/。,
train-04529,L,这份工作很难啊。,这/工作/困难1/很1/。,
train-04530,L,这位子有人吗？,这/椅子/人/有/？,
train-04531,L,这位新闻主播经常说错词。,这/新闻/主持/词/经常/说/错误/。,
train-04532,L,这位漂亮的女人是谁？,这/女/漂亮/谁/？,
train-04533,L,这位老人着急要建造一座新房子。,这/老/人/新1/房子/制造/着急/。,
train-04534,L,这位警官对我帮助很大。,这/警察/帮助（我）/多/。,
train-04535,L,这儿可以照相吗？,照相/可以/？,
train-04536,L,这儿有人吗？,这/人/有/？,
train-04537,L,有没有可参观的地方？,地方/欣赏/有/？,
train-04538,L,这儿没有你要找的人。,人/你/找/这/没有2/。,
train-04539,L,天气真的非常舒适。,天气/好/舒服/舒服/。,
train-04540,L,这儿限速多少？,这/速度/限制/多少/？,
train-04541,L,这公寓里还有几间空房子？,这/公/房子/剩/空/多少/？,
train-04542,L,这冰棒好吃极了。,冰2/条/好吃/。,好吃
train-04543,L,这几年以来我国经济实现飙升。,这/多少/年/中国/经济/飙升/。,
train-04544,L,这刀挺好使的。,刀/好/用/。,
train-04545,L,这列火车上有餐车吗？,这/火车/吃饭/有/？,
train-04546,L,这列火车在我们这站停留几分钟？,火车/到/我们/这/停止/分钟/多少/？,
train-04547,L,这双鞋不太合适。,这/鞋/不符合/。,
train-04548,L,这只是一个合作。,这/是/合作/。,
train-04549,L,缺乏锻炼。,锻炼1/缺/缺/。,
train-04550,L,这可不算答复。,这/答案/不行2/。,
train-04551,L,这可是你说的。,这/你/说/。,
train-04552,L,这可是新闻呢。,新闻/这/是/。,
train-04553,L,这可是辆新车呀。,这/新1/汽车1/。,
train-04554,L,这台机器很难操作。,这/机器/操作/困难2/。,
train-04555,L,这台机器必须按下列步骤进行操作。,这/机器/步骤/必须/按照/操作/。,
train-04556,L,这台电脑随便你使用。,这/电脑/你/随便1/用/。,
train-04557,L,这台食品加工机是用来做什么的？,这/食品/加工/机器/做/什么/？,
train-04558,L,这合影拍的真好。,和/照相/好/。,
train-04559,L,这后果不堪设想啊。,结果/想象/不行2/。,
train-04560,L,这咖啡是凉的。,咖啡/凉/。,
train-04561,L,这回绝对干净了。,这/干净/干净/。,
train-04562,L,这块地大概有40平米。,地方/大概/40/平/米2/。,
